analysis_view,conference,analysis_stratum,metric,n,mean,trimmed_mean_20,median,q1,q3,min,max,design_weighted_mean,status
combined_400,ICLR,outstanding,figures_main,2,2.5,2.5,2.5,1.25,3.75,0.0,5.0,2.5,interim
combined_400,ICLR,outstanding,limitations_recorded,2,10.5,10.5,10.5,8.75,12.25,7.0,14.0,10.5,interim
combined_400,ICLR,outstanding,main_pages,2,10.5,10.5,10.5,10.25,10.75,10.0,11.0,10.5,interim
combined_400,ICLR,outstanding,tables_appendix,2,4.5,4.5,4.5,2.25,6.75,0.0,9.0,4.5,interim
combined_400,ICLR,outstanding,tables_main,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0,0.5,interim
combined_400,ICML,all,abstract_has_limitation,100,0.22,0.033333,0.0,0.0,0.0,0.0,1.0,0.221302294,interim
combined_400,ICML,all,abstract_has_qualitative_result,100,0.88,1.0,1.0,1.0,1.0,0.0,1.0,0.887254663,interim
combined_400,ICML,all,abstract_has_quantitative_result,100,0.45,0.416667,0.0,0.0,1.0,0.0,1.0,0.439925973,interim
combined_400,ICML,all,abstract_has_theory,100,0.53,0.55,1.0,0.0,1.0,0.0,1.0,0.530317051,interim
combined_400,ICML,all,abstract_sentences,100,7.52,7.383333,7.0,7.0,8.0,4.0,13.0,7.527541032,interim
combined_400,ICML,all,algorithms_appendix,100,0.67,0.25,0.0,0.0,1.0,0.0,7.0,0.689865095,interim
combined_400,ICML,all,algorithms_main,100,0.53,0.216667,0.0,0.0,1.0,0.0,4.0,0.4941801,interim
combined_400,ICML,all,appendix_main_text_calls,100,9.79,9.533333,9.0,7.0,12.0,0.0,20.0,9.705449764,interim
combined_400,ICML,all,appendix_page_ratio,100,1.829481,1.469407,1.316667,0.897222,2.308333,0.0,7.625,1.866071993,interim
combined_400,ICML,all,appendix_pages,100,17.63,14.166667,13.0,9.0,23.0,0.0,65.0,17.863536746,interim
combined_400,ICML,all,claim_closure_rate,100,0.292081,0.275032,0.285714,0.166667,0.4,0.0,0.833333,0.281447682,interim
combined_400,ICML,all,displayed_equations_appendix,100,26.1,12.433333,9.5,1.0,29.25,0.0,225.0,24.28023182,interim
combined_400,ICML,all,displayed_equations_main,100,16.53,12.416667,12.0,6.0,19.0,0.0,288.0,17.123508499,interim
combined_400,ICML,all,figures_appendix,100,7.89,4.583333,4.0,1.0,8.0,0.0,130.0,7.463205571,interim
combined_400,ICML,all,figures_main,100,7.31,5.7,6.0,4.0,8.0,0.0,132.0,6.657867822,interim
combined_400,ICML,all,limitations_recorded,100,6.65,6.683333,7.0,6.0,8.0,3.0,11.0,6.686699459,interim
combined_400,ICML,all,main_pages,100,10.0825,9.2375,9.0,9.0,10.0,8.0,40.0,9.832075196,interim
combined_400,ICML,all,tables_appendix,100,5.07,3.566667,3.0,1.0,6.25,0.0,24.0,5.021477621,interim
combined_400,ICML,all,tables_main,100,3.35,3.05,3.0,1.0,4.0,0.0,13.0,3.293868407,interim
combined_400,ICML,oral,abstract_has_limitation,49,0.204082,0.032258,0.0,0.0,0.0,0.0,1.0,0.204081633,interim
combined_400,ICML,oral,abstract_has_qualitative_result,49,0.857143,1.0,1.0,1.0,1.0,0.0,1.0,0.857142857,interim
combined_400,ICML,oral,abstract_has_quantitative_result,49,0.44898,0.419355,0.0,0.0,1.0,0.0,1.0,0.448979592,interim
combined_400,ICML,oral,abstract_has_theory,49,0.530612,0.548387,1.0,0.0,1.0,0.0,1.0,0.530612245,interim
combined_400,ICML,oral,abstract_sentences,49,7.571429,7.387097,7.0,7.0,9.0,4.0,13.0,7.571428571,interim
combined_400,ICML,oral,algorithms_appendix,49,0.653061,0.290323,0.0,0.0,1.0,0.0,6.0,0.653061224,interim
combined_400,ICML,oral,algorithms_main,49,0.571429,0.225806,0.0,0.0,1.0,0.0,4.0,0.571428571,interim
combined_400,ICML,oral,appendix_main_text_calls,49,10.142857,9.774194,9.0,7.0,14.0,1.0,19.0,10.142857143,interim
combined_400,ICML,oral,appendix_page_ratio,49,1.761773,1.452989,1.25,0.888889,2.222222,0.1,6.888889,1.761772601,interim
combined_400,ICML,oral,appendix_pages,49,17.122449,14.387097,14.0,9.0,23.0,4.0,62.0,17.12244898,interim
combined_400,ICML,oral,claim_closure_rate,49,0.316039,0.306868,0.333333,0.166667,0.428571,0.0,0.833333,0.316039063,interim
combined_400,ICML,oral,displayed_equations_appendix,49,31.102041,14.193548,9.0,1.0,33.0,0.0,225.0,31.102040816,interim
combined_400,ICML,oral,displayed_equations_main,49,15.22449,13.935484,12.0,6.0,22.0,0.0,59.0,15.224489796,interim
combined_400,ICML,oral,figures_appendix,49,9.204082,5.354839,5.0,2.0,9.0,0.0,130.0,9.204081633,interim
combined_400,ICML,oral,figures_main,49,9.0,5.967742,6.0,4.0,8.0,2.0,132.0,9.0,interim
combined_400,ICML,oral,limitations_recorded,49,6.591837,6.580645,6.0,6.0,8.0,4.0,10.0,6.591836735,interim
combined_400,ICML,oral,main_pages,49,10.617347,9.330645,9.0,9.0,10.0,8.0,40.0,10.617346939,interim
combined_400,ICML,oral,tables_appendix,49,5.326531,3.870968,4.0,1.0,7.0,0.0,24.0,5.326530612,interim
combined_400,ICML,oral,tables_main,49,3.591837,3.193548,3.0,1.0,5.0,0.0,13.0,3.591836735,interim
combined_400,ICML,outstanding,abstract_has_limitation,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0,0.5,interim
combined_400,ICML,outstanding,abstract_has_qualitative_result,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,abstract_has_quantitative_result,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,abstract_has_theory,2,0.5,0.5,0.5,0.25,0.75,0.0,1.0,0.5,interim
combined_400,ICML,outstanding,abstract_sentences,2,6.0,6.0,6.0,5.5,6.5,5.0,7.0,6.0,interim
combined_400,ICML,outstanding,algorithms_appendix,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,outstanding,algorithms_main,2,1.5,1.5,1.5,0.75,2.25,0.0,3.0,1.5,interim
combined_400,ICML,outstanding,appendix_main_text_calls,2,6.5,6.5,6.5,6.25,6.75,6.0,7.0,6.5,interim
combined_400,ICML,outstanding,appendix_page_ratio,2,1.393939,1.393939,1.393939,0.924242,1.863636,0.454545,2.333333,1.393939394,interim
combined_400,ICML,outstanding,appendix_pages,2,16.5,16.5,16.5,10.75,22.25,5.0,28.0,16.5,interim
combined_400,ICML,outstanding,claim_closure_rate,2,0.325,0.325,0.325,0.2875,0.3625,0.25,0.4,0.325,interim
combined_400,ICML,outstanding,displayed_equations_appendix,2,12.0,12.0,12.0,6.5,17.5,1.0,23.0,12.0,interim
combined_400,ICML,outstanding,displayed_equations_main,2,14.0,14.0,14.0,11.0,17.0,8.0,20.0,14.0,interim
combined_400,ICML,outstanding,figures_appendix,2,1.5,1.5,1.5,0.75,2.25,0.0,3.0,1.5,interim
combined_400,ICML,outstanding,figures_main,2,4.5,4.5,4.5,2.25,6.75,0.0,9.0,4.5,interim
combined_400,ICML,outstanding,limitations_recorded,2,6.0,6.0,6.0,5.5,6.5,5.0,7.0,6.0,interim
combined_400,ICML,outstanding,main_pages,2,11.5,11.5,11.5,11.25,11.75,11.0,12.0,11.5,interim
combined_400,ICML,outstanding,tables_appendix,2,2.0,2.0,2.0,1.0,3.0,0.0,4.0,2.0,interim
combined_400,ICML,outstanding,tables_main,2,1.0,1.0,1.0,0.5,1.5,0.0,2.0,1.0,interim
combined_400,ICML,spotlight,abstract_has_limitation,49,0.22449,0.064516,0.0,0.0,0.0,0.0,1.0,0.224489796,interim
combined_400,ICML,spotlight,abstract_has_qualitative_result,49,0.897959,1.0,1.0,1.0,1.0,0.0,1.0,0.897959184,interim
combined_400,ICML,spotlight,abstract_has_quantitative_result,49,0.428571,0.387097,0.0,0.0,1.0,0.0,1.0,0.428571429,interim
combined_400,ICML,spotlight,abstract_has_theory,49,0.530612,0.548387,1.0,0.0,1.0,0.0,1.0,0.530612245,interim
combined_400,ICML,spotlight,abstract_sentences,49,7.530612,7.451613,7.0,7.0,8.0,5.0,13.0,7.530612245,interim
combined_400,ICML,spotlight,algorithms_appendix,49,0.714286,0.258065,0.0,0.0,1.0,0.0,7.0,0.714285714,interim
combined_400,ICML,spotlight,algorithms_main,49,0.44898,0.225806,0.0,0.0,1.0,0.0,3.0,0.448979592,interim
combined_400,ICML,spotlight,appendix_main_text_calls,49,9.571429,9.580645,10.0,7.0,12.0,0.0,20.0,9.571428571,interim
combined_400,ICML,spotlight,appendix_page_ratio,49,1.914966,1.509946,1.333333,1.0,2.3,0.0,7.625,1.914965986,interim
combined_400,ICML,spotlight,appendix_pages,49,18.183673,14.290323,13.0,10.0,21.0,0.0,65.0,18.183673469,interim
combined_400,ICML,spotlight,claim_closure_rate,49,0.26678,0.249953,0.25,0.166667,0.363636,0.0,0.666667,0.266780045,interim
combined_400,ICML,spotlight,displayed_equations_appendix,49,21.673469,12.032258,10.0,2.0,24.0,0.0,125.0,21.673469388,interim
combined_400,ICML,spotlight,displayed_equations_main,49,17.938776,11.258065,12.0,6.0,17.0,0.0,288.0,17.93877551,interim
combined_400,ICML,spotlight,figures_appendix,49,6.836735,4.16129,4.0,1.0,8.0,0.0,76.0,6.836734694,interim
combined_400,ICML,spotlight,figures_main,49,5.734694,5.516129,5.0,4.0,8.0,0.0,17.0,5.734693878,interim
combined_400,ICML,spotlight,limitations_recorded,49,6.734694,6.806452,7.0,6.0,8.0,3.0,11.0,6.734693878,interim
combined_400,ICML,spotlight,main_pages,49,9.489796,9.16129,9.0,9.0,10.0,8.0,20.0,9.489795918,interim
combined_400,ICML,spotlight,tables_appendix,49,4.938776,3.483871,3.0,1.0,6.0,0.0,24.0,4.93877551,interim
combined_400,ICML,spotlight,tables_main,49,3.204082,3.032258,3.0,1.0,4.0,0.0,10.0,3.204081633,interim
